,GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
46860,501,508KEN,46862,1999-08-21,1999,1,Riots/Protests,Unidentified Armed Group (Kenya),,3,Rioters (Kenya),,5,35,Kenya,Nairobi,Mathare,Mabatini,Mathare,-1.261413,36.860813,1,BBC Monitoring,"Angry mob attacks known criminals in Mathare slum area, blaming them for rising insecurity",0,,,,,,,,,,,
46861,501,509KEN,46863,1999-08-21,1999,1,Violence against civilians,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Isiolo,Isiolo North,Cherab,Merti,1.0667,38.6667,1,BBC Monitoring,"Pokot raid Turkana villages, attack civilians",0,,,,,,,,,,,
46862,501,510KEN,46864,1999-08-30,1999,1,Battle-No change of territory,Unidentified Armed Group (Ethiopia),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Wajir,Wajir North,Gurar,Gurar,3.36667,39.56667,1,BBC Monitoring,Unknown armed group attacks Kenyan police post; Kenyan police claim they were Ethiopian soldiers,0,,,,,,,,,,,
46863,501,511KEN,46865,1999-08-30,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,8,Police Forces of Kenya (1978-2002),,1,18,Kenya,Wajir,Wajir North,Gurar,Gurar,3.36667,39.56667,1,BBC Monitoring,"Bandits from Ethiopia attack Kenyan police post, witnesses claim attackers were Ethiopian soldiers",0,,,,,,,,,,,
46864,501,512KEN,46866,1999-09-07,1999,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,2,BBC Monitoring,Police battle armed bandits,0,,,,,,,,,,,
46865,501,513KEN,46867,1999-09-08,1999,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Nakuru,Rongai,Visoi,Rongai,-0.1666,35.85,2,BBC Monitoring,Police shot dead by unknown assailants while on patrol,1,,,,,,,,,,,
46866,501,514KEN,46868,1999-09-15,1999,3,Strategic development,OLF: Oromo Liberation Front,,2,,,0,20,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,2,BBC Monitoring,Recent reports claim that OLF rebels have set up bases in Wajir district of Kenya,0,,,,,,,,,,,
46867,501,515KEN,46869,1999-09-28,1999,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Njemp Ethnic Group (Kenya),7,37,Kenya,Baringo,Baringo South,Marigat,Marigat,0.4667,35.9833,2,BBC Monitoring,Unknown group kills Njemp tribesman,0,,,,,,,,,,,
46868,501,516KEN,46870,1999-09-29,1999,2,Battle-No change of territory,Njemp Ethnic Militia (Kenya),,4,Turkana Ethnic Militia (Kenya),,4,44,Kenya,Baringo,Baringo South,Marigat,Marigat,0.4667,35.9833,2,BBC Monitoring,Murder of Njemp tribesman sparks ethnic clashes between Turkana and Njemps,0,,,,,,,,,,,
46869,501,517KEN,46871,1999-10-16,1999,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Garissa,Fafi,Jarajila,Hagadera Refugee Camp,0.003675,40.374627,1,BBC Monitoring,Armed bandits attack and kill civilians,0,,,,,,,,,,,
46870,501,518KEN,46872,1999-10-16,1999,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,BBC Monitoring,Armed gang terrorizes residents of Mobassa,0,,,,,,,,,,,
46871,501,519KEN,46873,1999-10-17,1999,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Tana River,Bura,Madogo,Mbalambala,-0.043056,39.07111,1,BBC Monitoring,Armed bandits attack and kill civilians,0,,,,,,,,,,,
46872,501,520KEN,46874,1999-10-21,1999,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Nairobi,Westlands,Mountain View,Kabete Technical Institute,-1.265283,36.725863,1,BBC Monitoring,Students riot in protest over illegal allocation of land by local church,0,,,,,,,,,,,
46873,501,521KEN,46875,1999-10-21,1999,1,Riots/Protests,Police Forces of Kenya (1978-2002),,1,Rioters (Kenya),,5,15,Kenya,Nairobi,Westlands,Mountain View,Kabete Technical Institute,-1.265283,36.725863,1,BBC Monitoring,Rioting students engage in running battles with police,0,,,,,,,,,,,
46874,501,522KEN,46876,1999-10-23,1999,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Tana River,Galole,Wayu,Kurawa,-1.5,39.5,2,BBC Monitoring,Police battle armed bandits,0,,,,,,,,,,,
46875,501,523KEN,46877,1999-10-24,1999,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,BBC Monitoring,Students riot after traffic accident kills fellow student,1,,,,,,,,,,,
46876,501,524KEN,46878,1999-10-24,1999,1,Battle-No change of territory,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (1978-2002),,1,14,Kenya,Elgeyo-Marakwet,Marakwet East,Endo,Tot,1.2,35.65,1,BBC Monitoring,Police battle Pokot raiders,0,,,,,,,,,,,
46877,501,525KEN,46879,1999-10-24,1999,1,Violence against civilians,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Elgeyo-Marakwet,Marakwet East,Endo,Tot,1.2,35.65,1,BBC Monitoring,Pokot raiders kill civilians,0,,,,,,,,,,,
46878,501,526KEN,46880,1999-10-28,1999,1,Battle-No change of territory,Unidentified Armed Group (Ethiopia),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Marsabit,Moyale,Moyale Township,Moyale,3.509374,39.052757,3,Xinhua,Police battle Ethiopian raiders,0,,,,,,,,,,,
46879,501,527KEN,46881,1999-10-28,1999,1,Battle-No change of territory,Unidentified Ethnic Militia (Ethiopia),,4,Police Forces of Kenya (1978-2002),,1,14,Kenya,Marsabit,Moyale,Moyale Township,Moyale,3.509374,39.052757,2,Xinhua,Ethiopian raiders battle Kenyan security forces during cattle raid,3,,,,,,,,,,,
46880,501,528KEN,46882,1999-10-28,1999,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Kenya),,7,37,Kenya,Marsabit,Moyale,Moyale Township,Moyale,3.509374,39.052757,3,Xinhua,Ethiopian armed bandits raid village and steal cattle,0,,,,,,,,,,,
46881,501,529KEN,46883,1999-10-30,1999,1,Violence against civilians,Borana Ethnic Militia (Kenya),,4,Civilians (Kenya),Ajuran Ethnic Group (Kenya),7,47,Kenya,Isiolo,Isiolo South,Sericho,Mado Gashi,0.730544,39.172391,1,BBC Monitoring,Borana raiders attack civilians and steal cattle,0,,,,,,,,,,,
46882,501,530KEN,46884,1999-11-09,1999,1,Violence against civilians,Vigilante Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Kakamega,Malava,Chemuche,Sangalo,0.43333,34.95,1,Reuters,Mob of angry college students beat their principal to death,1,,,,,,,,,,,
46883,501,531KEN,46885,1999-11-15,1999,3,Battle-No change of territory,Police Forces of Kenya (1978-2002),,1,Merrile Ethnic Militia (Ethiopia),,4,14,Kenya,Turkana,Loima,Turkwel,Kibish,3,35.5,2,BBC Monitoring,Police battle invading Merille militia from Ethiopia,0,,,,,,,,,,,
46884,501,532KEN,46886,1999-11-15,1999,3,Battle-No change of territory,Police Forces of Kenya (1978-2002),,1,Merrile Ethnic Militia (Ethiopia),,4,14,Kenya,Turkana,Turkana North,Lake Zone,Todenyang,4.53333,35.93333,2,BBC Monitoring,Police battle invading Merille militia from Ethiopia,0,,,,,,,,,,,
46885,501,533KEN,46887,1999-11-15,1999,3,Violence against civilians,Merrile Ethnic Militia (Ethiopia),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),7,47,Kenya,Turkana,Loima,Turkwel,Kibish,3,35.5,2,BBC Monitoring,Merille carry out revenge attacks against Turkana following cattle raids,0,,,,,,,,,,,
46886,501,534KEN,46888,1999-11-15,1999,3,Violence against civilians,Merrile Ethnic Militia (Ethiopia),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),7,47,Kenya,Turkana,Turkana North,Lake Zone,Todenyang,4.53333,35.93333,2,BBC Monitoring,Merille carry out revenge attacks against Turkana following cattle raids; no breakdown of death toll,0,,,,,,,,,,,
46887,501,535KEN,46889,1999-11-17,1999,1,Violence against civilians,Auliyan Ethnic Militia (Kenya),,4,Civilians (Kenya),Abduwak Ethnic Group (Kenya),7,47,Kenya,Garissa,Garissa Township,Iftin,Sigley,-0.4569,39.6583,2,BBC Monitoring,"Armed bandits raid village, kill civilians and steal cattle",6,,,,,,,,,,,
46888,501,536KEN,46890,1999-11-21,1999,1,Battle-No change of territory,Police Forces of Kenya (1978-2002),,1,Unidentified Armed Group (Kenya),,3,13,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,2,BBC Monitoring,Police fight off attacking bandits,0,,,,,,,,,,,
46889,501,537KEN,46891,1999-11-21,1999,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,2,BBC Monitoring,"Armed bandits spray vehicle with bullets, kill six",6,,,,,,,,,,,
46890,501,538KEN,46892,1999-11-23,1999,1,Battle-No change of territory,Marakwet Ethnic Militia (Kenya),,4,Police Forces of Kenya (1978-2002),,1,14,Kenya,West Pokot,Pokot South,Chepareria,Chepkok Hills,1.41667,35.25,2,BBC Monitoring,Police battle armed bandits,0,,,,,,,,,,,
46891,501,539KEN,46893,1999-11-23,1999,1,Violence against civilians,Marakwet Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,West Pokot,Pokot South,Chepareria,Katilak,1.41667,35.25,2,BBC Monitoring,"Disputed death toll; armed bandits raid village, kill civilians and steal cattle",0,,,,,,,,,,,
46892,501,540KEN,46894,1999-11-25,1999,1,Battle-No change of territory,Police Forces of Kenya (1978-2002),,1,Unidentified Armed Group (Kenya),,3,13,Kenya,Isiolo,Isiolo South,Kinna,Kinna,0.3167,38.2,1,BBC Monitoring,Police battle armed bandits,0,,,,,,,,,,,
46893,501,541KEN,46895,1999-11-25,1999,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Isiolo,Isiolo South,Kinna,Kinna,0.3167,38.2,1,BBC Monitoring,"Armed bandits raid village, kill civilians and steal cattle",0,,,,,,,,,,,
46894,501,542KEN,46896,1999-12-01,1999,1,Battle-No change of territory,Police Forces of Kenya (1978-2002),,1,Unidentified Armed Group (Somalia),,3,13,Kenya,Wajir,Wajir South,Diif,Dif,0.9961,40.9631,1,BBC Monitoring,Somali militiamen attack Kenyan police post,0,,,,,,,,,,,
46895,501,543KEN,46897,1999-12-06,1999,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Makueni,Kibwezi West,Makindu,Makindu,-2.2833,37.8167,1,BBC Monitoring,Protest over eviction orders turns violent,0,,,,,,,,,,,
46896,501,544KEN,46898,1999-12-06,1999,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Makueni,Kibwezi West,Makindu,Makindu,-2.2833,37.8167,1,BBC Monitoring,Squatters protest eviction,0,,,,,,,,,,,
46897,501,545KEN,46899,1999-12-06,1999,1,Riots/Protests,Police Forces of Kenya (1978-2002),,1,Rioters (Kenya),,5,15,Kenya,Makueni,Kibwezi West,Makindu,Makindu,-2.2833,37.8167,1,BBC Monitoring,"Squatters riot over eviction, battle with police",0,,,,,,,,,,,
46898,501,546KEN,46900,1999-12-08,1999,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Laikipia,Laikipia North,Mugogodo East,Ngare Ndare,0.23333,37.35,1,BBC Monitoring,"Security forces battle raiders, recover stolen livestock",0,,,,,,,,,,,
46899,501,547KEN,46901,1999-12-08,1999,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Laikipia,Laikipia North,Mugogodo East,Ngare Ndare,0.23333,37.35,1,BBC Monitoring,"Armed bandits raid village, kill civilians and steal cattle",0,,,,,,,,,,,
46900,501,548KEN,46902,1999-12-15,1999,3,Violence against civilians,Merrile Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Turkana North,Lake Zone,Todenyang,4.53333,35.93333,1,BBC Monitoring,Merrile attack Kenyan civilians in revenge for Turkana cattle raids,8,,,,,,,,,,,
46901,501,549KEN,46903,1999-12-17,1999,1,Battle-No change of territory,Abduwak Ethnic Militia (Kenya),,4,Auliyan Ethnic Militia (Kenya),,4,44,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,1,BBC Monitoring,Two Somali subclans fight in Garissa,0,,,,,,,,,,,
46902,501,550KEN,46904,1999-12-22,1999,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Nyeri,Othaya,Mahiga,Kagere,-0.5068,36.9451,1,BBC Monitoring,"Rioting coffee farmers attack factory, battle with rival farmers",0,,,,,,,,,,,
46903,501,551KEN,46905,1999-12-22,1999,1,Riots/Protests,Rioters (Kenya),,5,Unidentified Armed Group (Kenya),,3,35,Kenya,Nyeri,Othaya,Mahiga,Kagere,-0.5068,36.9451,1,BBC Monitoring,"Rioting coffee farmers attack factory, battle with rival farmers",0,,,,,,,,,,,
46904,501,552KEN,46906,1999-12-24,1999,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Garissa,Garissa Township,Iftin,Farayan,-0.4569,39.6583,2,BBC Monitoring,Armed bandits attack village and kill civilians,0,,,,,,,,,,,
46905,501,553KEN,46907,1999-12-30,1999,1,Battle-No change of territory,Samburu Ethnic Militia (Kenya),,4,Police Forces of Kenya (1978-2002),,1,14,Kenya,Turkana,Turkana East,Katilia,Suguta Valley,2.16667,36.51667,2,BBC Monitoring,Police battle Samburu raiders,0,,,,,,,,,,,
46906,501,554KEN,46908,1999-12-30,1999,1,Violence against civilians,Merrile Ethnic Militia (Ethiopia),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),7,47,Kenya,Turkana,Loima,Turkwel,Kokoro,3,35.5,2,BBC Monitoring,Merille raiders attack and kill civilians,7,,,,,,,,,,,
46907,501,555KEN,46909,1999-12-30,1999,1,Violence against civilians,Samburu Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Turkana East,Katilia,Suguta Valley,2.16667,36.51667,2,BBC Monitoring,Samburu militia attacks Turkana homestead,0,,,,,,,,,,,
46908,501,556KEN,46910,2000-01-03,2000,1,Battle-No change of territory,Police Forces of Kenya (1978-2002),,1,Unidentified Ethnic Militia (Ethiopia),,4,14,Kenya,Samburu,Samburu East,Wamba North,Kawap,1.25,37,2,BBC Monitoring,Police battle raiders,10,,,,,,,,,,,
46909,501,557KEN,46911,2000-01-05,2000,1,Strategic development,Unidentified Ethnic Militia (Kenya),,4,,,0,40,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,BBC Monitoring,Ethnic militia burns homes in Mombasa,0,,,,,,,,,,,
46910,501,558KEN,46912,2000-01-06,2000,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Laikipia,Laikipia West,Igwamiti,Nyahururu,0.0333,36.3667,1,BBC Monitoring,Three prisoners killed in riot and escape attempt,3,,,,,,,,,,,
46911,501,559KEN,46913,2000-01-07,2000,1,Violence against civilians,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Wajir,Wajir South,Benane,Shimbirre,0.53194,40.6125,1,BBC Monitoring,Bandits attack civilians,1,,,,,,,,,,,
46912,501,560KEN,46914,2000-01-15,2000,3,Strategic development,LRA: Lords Resistance Army,,2,,,0,20,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,BBC Monitoring,Reports claim that large group of LRA rebels escaped to Kenya and are living in Nairobi,0,,,,,,,,,,,
46913,501,561KEN,46915,2000-01-17,2000,1,Violence against civilians,Turkana Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Turkana West,Lokichoggio,Lokichoggio,4.2,34.35,1,BBC Monitoring,"Sacked security men allied with Turkana militia attack UN camp, causing mayhem",0,,,,,,,,,,,
46914,501,562KEN,46916,2000-01-20,2000,1,Violence against civilians,Merrile Ethnic Militia (Ethiopia),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Loima,Turkwel,Kokoro,3,35.5,2,BBC Monitoring,Merille raiders attack and kill civilians,0,,,,,,,,,,,
46915,501,563KEN,46917,2000-01-25,2000,1,Violence against civilians,Turkana Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Marsabit,Moyale,Moyale Township,Moyale,3.509374,39.052757,3,BBC Monitoring,Turkana carry out revenge attack against Merille,0,,,,,,,,,,,
46916,501,564KEN,46918,2000-01-25,2000,1,Violence against civilians,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.774555,35.506021,2,BBC Monitoring,"Raiders attack civilians, steal cattle",0,,,,,,,,,,,
46917,501,565KEN,46919,2000-01-26,2000,1,Violence against civilians,Karamajong Ethnic Militia (Uganda),,4,Civilians (Kenya),,7,47,Kenya,West Pokot,Kacheliba,Kapchok,Morita,1.78333,35.05,2,BBC Monitoring,Karamojong raiders attack Kenyan village,17,,,,,,,,,,,
46918,501,566KEN,46920,2000-02-09,2000,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Isiolo,Isiolo North,Bulla Pesa,Isiolo,0.35462,37.58218,1,BBC Monitoring,Ethnic tension leads to riots and clashes,0,,,,,,,,,,,
46919,501,567KEN,46921,2000-02-19,2000,1,Battle-No change of territory,Pokot Ethnic Militia (Kenya),,4,Turkana Ethnic Militia (Kenya),,4,44,Kenya,Turkana,Loima,Turkwel,Loyapat,3,35.5,2,BBC Monitoring,Turkana fight off Pokot attack,0,,,,,,,,,,,
46920,501,568KEN,46922,2000-02-19,2000,1,Violence against civilians,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),7,47,Kenya,Turkana,Loima,Turkwel,Loyapat,3,35.5,2,BBC Monitoring,Pokot attack Turkana tribe,40,,,,,,,,,,,
46921,501,569KEN,46923,2000-02-22,2000,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (International),,7,37,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Reuters,"Dutch tourist killed by armed men, motive unclear",1,,,,,,,,,,,
46922,501,570KEN,46924,2000-02-23,2000,1,Battle-No change of territory,Merrile Ethnic Militia (Ethiopia),,4,Police Forces of Kenya (1978-2002),,1,14,Kenya,Turkana,Loima,Turkwel,Kokoro,3,35.5,2,BBC Monitoring,Police battle Merille raiders,0,,,,,,,,,,,
46923,501,571KEN,46925,2000-02-23,2000,1,Violence against civilians,Merrile Ethnic Militia (Ethiopia),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),7,47,Kenya,Turkana,Loima,Turkwel,Kokoro,3,35.5,2,BBC Monitoring,Merille raiders attack and kill civilians,45,,,,,,,,,,,
46924,501,572KEN,46926,2000-02-25,2000,1,Battle-No change of territory,Abduwak Ethnic Militia (Kenya),,4,Awlyahan Ethnic Militia (Kenya),,4,44,Kenya,Tana River,Bura,Madogo,Mbalambala,-0.043056,39.07111,1,BBC Monitoring,Fighting between rival ethnic groups,2,,,,,,,,,,,
46925,501,573KEN,46927,2000-02-26,2000,1,Battle-No change of territory,Abduwak Ethnic Militia (Kenya),,4,Awlyahan Ethnic Militia (Kenya),,4,44,Kenya,Tana River,Bura,Madogo,Mbalambala,-0.043056,39.07111,1,BBC Monitoring,Fighting between rival ethnic groups,1,,,,,,,,,,,
46926,501,574KEN,46928,2000-02-27,2000,1,Battle-No change of territory,Abduwak Ethnic Militia (Kenya),,4,Awlyahan Ethnic Militia (Kenya),,4,44,Kenya,Tana River,Bura,Madogo,Mbalambala,-0.043056,39.07111,1,BBC Monitoring,Fighting between rival ethnic groups,1,,,,,,,,,,,
46927,501,575KEN,46929,2000-02-28,2000,1,Battle-No change of territory,Abduwak Ethnic Militia (Kenya),,4,Awlyahan Ethnic Militia (Kenya),,4,44,Kenya,Tana River,Bura,Madogo,Mbalambala,-0.043056,39.07111,1,BBC Monitoring,Fighting between rival ethnic groups,1,,,,,,,,,,,
46928,501,576KEN,46930,2000-02-29,2000,1,Battle-No change of territory,Abduwak Ethnic Militia (Kenya),,4,Awlyahan Ethnic Militia (Kenya),,4,44,Kenya,Tana River,Bura,Madogo,Mbalambala,-0.043056,39.07111,1,BBC Monitoring,Fighting between rival ethnic groups,1,,,,,,,,,,,
46929,501,577KEN,46931,2000-03-11,2000,1,Violence against civilians,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Isiolo,Isiolo North,Wabera,Mulango,0.35,37.58333,1,BBC Monitoring,"Raiders attack civilians, steal cattle",10,,,,,,,,,,,
46930,501,578KEN,46932,2000-03-14,2000,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Muranga,Kandara,NgAraria,Kandara,-0.9,37,1,Reuters,Women protest illegal drinking dens which cause their husbands to become impotent,0,,,,,,,,,,,
46931,501,579KEN,46933,2000-03-18,2000,1,Riots/Protests,Rioters (Kenya),Muslim Group (Kenya),5,,,0,50,Kenya,Lamu,Lamu West,Shella,Lamu,-2.27169,40.90201,1,BBC Monitoring,"Infighting over control of mosque leads to chaos, riots",0,,,,,,,,,,,
46932,501,580KEN,46934,2000-03-23,2000,1,Violence against civilians,Police Forces of Kenya (1978-2002),,1,Civilians (Kenya),,7,17,Kenya,Kericho,Kipkelion East,Kedowa/Kimugul,Londiani,-0.16667,35.6,1,BBC Monitoring,Police torture suspect to death,1,,,,,,,,,,,
46933,501,581KEN,46935,2000-03-25,2000,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kericho,Kipkelion East,Kedowa/Kimugul,Londiani,-0.16667,35.6,1,BBC Monitoring,Angry villagers protest following police torture incident,0,,,,,,,,,,,
46934,501,582KEN,46936,2000-03-27,2000,1,Violence against civilians,Somali Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Mandera,Mandera North,Ashabito,Kofoleh,3.5,40.75,2,BBC Monitoring,Shifta bandits kill civilians,3,,,,,,,,,,,
46935,501,583KEN,46937,2000-03-29,2000,2,Strategic development,Unidentified Armed Group (Uganda),,3,,,0,30,Kenya,Uasin Gishu,Ainabkoi,Kapsoya,Eldoret,0.516667,35.283333,1,BBC Monitoring,Police arrest Ugandan cult members linked to killings in Uganda,0,,,,,,,,,,,
46936,501,584KEN,46938,2000-03-29,2000,1,Battle-No change of territory,Police Forces of Kenya (1978-2002),,1,Ajuran Ethnic Militia (Kenya),,4,14,Kenya,Wajir,Wajir North,Gurar,Gurar,3.36667,39.56667,1,BBC Monitoring,Raiders clash with police,0,,,,,,,,,,,
