"","EVENT_DATE","YEAR","EVENT_TYPE","PERPRETATORS","VICTIMS","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","NOTES","FATALITIES"
"1932","2007-07-31",2007,"Riots/Protests","Protesters (Kenya)","Samburu Ethnic Militia (Kenya)","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.860813,"IRIN 31/07/2007","People marched in protest after a 5 day water shortage which caused serious health risks in the slums. Police intervened to dissipate the protesters",0
"1933","2007-08-05",2007,"Battle-No change of territory","Unidentified Ethnic Militia (Kenya)","Unidentified Ethnic Militia (Kenya)","Kenya","Mandera","Mandera West","Lagsure","Ongolion",3.55,40.2666,"BBC Monitoring Africa (BBCAP) 05/08/2007","5 raiders were killed by residents who fought back in defence during a raid",5
"1934","2007-08-05",2007,"Violence against civilians","SLDF: Sabaot Land Defence Force","Civilians (Kenya)","Kenya","Bungoma","Mt. Elgon","Kapkateny","Kopsiro",0.826006,34.5926,"BBC Monitoring Africa (BBCAP) 05/08/2007, BBC Monitoring Africa (BBCAP) 16/08/2007","Suspected SDLF raided towns shortly after and near the attack on Serut. 3 killed",3
"1935","2007-08-05",2007,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Mandera","Mandera West","Lagsure","Chepropogh Village",3.55,40.2666,"All Africa (AFNWS) 06/08/2007","100 raiders stole hundreds of cattle, 6 herdsmen killed.",6
"1936","2007-08-05",2007,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Mandera","Mandera West","Lagsure","Ongolion",3.55,40.2666,"BBC Monitoring Africa (BBCAP) 05/08/2007","100 raiders attacked an unidentifiefd manyatta killing 2",2
"1937","2007-08-07",2007,"Battle-No change of territory","Police Forces of Uganda (1986-)","Pokot Ethnic Militia (Kenya)","Kenya","West Pokot","Kapenguria","Kapenguria","Kapenguria",1.23333,35.11667,"All Africa (AFNWS) 09/08/2007","15 captured and 1 killed by UPDF during ongoing cross-border attakcs (Involving Namotoo Village, Karita Sub-County, Nakapiripirit, Uganda)",1
"1938","2007-08-07",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kiambu","Ruiru","Kiuu","Ruiru",-1.15,36.9667,"BBC Monitoring Africa (BBCAP) 15/08/2007","Nephew of former first lady Mama Ngina Kenyatta was shot dead along with another man who was travelling with him. Assumed to be politically motivated as no items were stolen.",2
"1939","2007-08-07",2007,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Bungoma","Mt. Elgon","Kapkateny","Kopsiro",0.826006,34.5926,"IRIN 26/10/2007","3 killed in violence related to Soi/Ndorobo Chebyuk land dispute",3
"1940","2007-08-08",2007,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"All Africa (AFNWS) 09/08/2007","Protesters march to implore Kibaki not to sign the controversial Media Bill & to protest against the recent mov by MPs to award themselves bonuses before the elections",0
"1941","2007-08-08",2007,"Battle-No change of territory","SLDF: Sabaot Land Defence Force","Police Forces of Kenya (2002-2013)","Kenya","Bungoma","Mt. Elgon","Cheptais","Cheptais",0.809898,34.456429,"BBC Monitoring (BBCAP) 09/08/2007","2 killed during gunfight between police and suspected SLDF. 18 cattle recovered. Linked to Soy/Ndorobo Chebyuk land dispute.",2
"1942","2007-08-13",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Busia","Funyula","Nangina","Funyula",0.2813,34.1175,"BBC Monitoring Africa (BBCAP) 15/08/2007","Gun attack on political aspirat for Funula constituency currently held by VP Moody Awori",0
"1943","2007-08-15",2007,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Dow Jones International News (DJI) 15/08/2007","Hundreds of journalists protest against the impending Media Bill which would allow courts to compel reporters to reveal their sources",0
"1944","2007-08-15",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Dagoretti North","Kilimani","Kilimani",-1.283909,36.797728,"BBC Monitoring Africa (BBCAP) 15/08/2007","Politician Orie Rogo Manduli was attacked by a rival group in a dispute over recently held Narc-K grassroots elecitons",0
"1945","2007-08-17",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Wajir","Wajir East","Township","Wajir",1.75,40.06,"BBC Monitoring Africa (BBCAP) 24/08/2007","Wajir West MP, M. Khalif was attacked by gunmen, his bodyguard was wounded. The gunmen escaped into the nearby Kware slums",0
"1946","2007-08-21",2007,"Battle-No change of territory","Police Forces of Kenya (2002-2013)","SLDF: Sabaot Land Defence Force","Kenya","Bungoma","Kanduyi","West SangAlo","Ekitale",0.556061,34.614422,"BBC Monitoring Africa (BBCAP) 22/08/2007","8 suspected SLDF shot dead by police during heavy fighting. Linked to Soi/Ndorobo Chebyuk land dispute",8
"1947","2007-08-21",2007,"Violence against civilians","Police Forces of Kenya (2002-2013)","Civilians (Kenya)","Kenya","Bungoma","Kanduyi","West SangAlo","Ekitale",0.556061,34.614422,"BBC Monitoring Africa (BBCAP) 22/08/2007, 24/08/2007","3 civilians killed during police/SLDF clash. Linked to Soi/Ndorobo Chebyuk land dispute - RESPONSIBILTIY NOT ESTABLISHED (Fatality recorded as police victim)",3
"1948","2007-08-21",2007,"Violence against civilians","SLDF: Sabaot Land Defence Force","Civilians (Kenya)","Kenya","Bungoma","Mt. Elgon","Kapkateny","Kopsiro",0.826006,34.5926,"BBC Monitoring Africa (BBCAP) 22/08/2007, 24/08/2007","3 civilians killed during police/SLDF clash. Linked to Soi/Ndorobo Chebyuk land dispute - RESPONSIBILTIY NOT ESTABLISHED (Fatality recorded as police victim)",3
"1949","2007-08-22",2007,"Battle-No change of territory","SLDF: Sabaot Land Defence Force","Police Forces of Kenya (2002-2013)","Kenya","Mandera","Mandera West","Lagsure","Kipterit Village",3.55,40.2666,"BBC Monitoring Africa (BBCAP) 23/08/2007","8 suspected SLDF killed, 4 seriously injured. Villagers however claim that some of these were in fact innocent people. Over 30 houses (suspected hideouts) were toched by police",8
"1950","2007-08-22",2007,"Violence against civilians","Police Forces of Kenya (2002-2013)","Civilians (Kenya)","Kenya","Mandera","Mandera West","Lagsure","Kipterit Village",3.55,40.2666,"BBC Monitoring Africa (BBCAP) 23/08/2007","SLDF/ police clash. Villagers claimed that innocent people were also harmed",0
"1951","2007-08-22",2007,"Violence against civilians","SLDF: Sabaot Land Defence Force","Civilians (Kenya)","Kenya","Mandera","Mandera West","Lagsure","Kipterit Village",3.55,40.2666,"BBC Monitoring Africa (BBCAP) 23/08/2007","SLDF/ police clash. Villagers claimed that innocent people were also harmed",0
"1952","2007-08-25",2007,"Violence against civilians","Mungiki Militia","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"All Africa AFNWS 26/08/2007","Missing matatu drivers found dead. It is suspected they were killed by Mungiki members in the ongoing extortion",2
"1953","2007-08-27",2007,"Violence against civilians","Turkana Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Marsabit","Saku","Marsabit Central","Moite",2.3333,37.98333,"All Africa (AFNWS) 03/09/2007","2 people shot dead during raid",2
"1954","2007-08-30",2007,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters (LBA) 30/08/2007","Several dozen Muslim protesters marched on police headquaters against the alleged illegal detention and torture of fellow mucslims in the US anti-terror drive",0
"1955","2007-09-07",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Meru","North Imenti","Municipality","Meru",0.05,37.65,"All Africa (AFNWS) 11/09/2007","Political aspirant, Ms.Igoki was attakced by a group of men who also told her to keep out of politicis",0
"1956","2007-09-14",2007,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Associated Press Newswires (APRS) 14/09/2007","Up to 3,000 Kenyan Muslims protested outside the main mosque. The demanded that the government should not send terror suspects to other countries for investigation.",0
"1957","2007-09-17",2007,"Battle-No change of territory","SLDF: Sabaot Land Defence Force","Police Forces of Kenya (2002-2013)","Kenya","Bungoma","Mt. Elgon","Kapkateny","Kopsiro",0.826006,34.5926,"BBC Monitoring Africa (BBCAP) 17/09/2007","3 SLDF members killed during shootout with police, others injured",3
"1958","2007-09-21",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"Reuters (LBA) 22/09/2007","3 Kenyan opposition politicians (ODM) were injured by attackers when ther arrived uninvited at a rural fundraiser organised by presidential supporters",0
"1959","2007-09-22",2007,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"BBC Monitoring Africa (BBCAP) 23/09/2007","Protest was staged against the attacks on ODM politicians the previous day. Police intervened. Some injured",0
"1960","2007-09-22",2007,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kericho","Ainamoi","Kipchebor","Kericho",-0.36774,35.28314,"BBC Monitoring Africa (BBCAP) 23/09/2007","Protest was staged against the attacks on ODM politicians the previous day. Police intervened. Some injured",0
"1961","2007-09-22",2007,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"BBC Monitoring Africa (BBCAP) 23/09/2007","Protest was staged against the attacks on ODM politicians the previous day. Police intervened. Some injured",0
"1962","2007-09-22",2007,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kericho","Bureti","Litein","Litein",-0.5833,35.1833,"BBC Monitoring Africa (BBCAP) 23/09/2007","Protest was staged against the attacks on ODM politicians the previous day. Police intervened using tear gas. Some injured",0
"1963","2007-09-22",2007,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Bomet","Konoin","Chepchabas","Maemba Village",-0.5,35.25,"All Africa (AFNWS) 24/09/2007","Protest was staged against the attacks on ODM politicians the previous day. Police intervened. Some injured. 10 houses burnt. Cattle stolen",0
"1964","2007-09-22",2007,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring Africa (BBCAP) 23/09/2007","Protest was staged against the attacks on ODM politicians the previous day. Police intervened. Some injured. Over 20 students took part.",0
"1965","2007-09-22",2007,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Bomet","Chepalungu","Nyangores","Sotik",-0.7833,35.35,"BBC Monitoring Africa (BBCAP) 23/09/2007","Protest was staged against the attacks on ODM politicians the previous day. Police intervened. Some injured",0
"1966","2007-09-25",2007,"Battle-No change of territory","Police Forces of Kenya (2002-2013)","Mungiki Militia","Kenya","Kiambu","Kiambu","Riabai","Ndumberi",-1.1666,36.8333,"Agence France Presse","Police gunned down 2 suspected mungiki members. The pair were said to be responsible for a previous police fatality",2
"1967","2007-09-26",2007,"Battle-No change of territory","Police Forces of Kenya (2002-2013)","Mungiki Militia","Kenya","Nairobi","Kasarani","Kasarani","Kasarani",-1.22795,36.905423,"Agence France Presse","3 suspected Mungiki members from a gang of 10 which charged at police officers with machetes",0
"1968","2007-09-26",2007,"Battle-No change of territory","Police Forces of Kenya (2002-2013)","Mungiki Militia","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse","9 suspected Mungiki members were killed by police in various (un-specified) residential locations. Various crimes were being committed by the gang",9
"1969","2007-09-27",2007,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Xinhua News (XNEWS) 27/09/2007","Peaceful demonstration by civil society organisations urging government to reject unfair trade agreemements with the EU. The event corresponded with similar protests across the globe and marked the start of the 5th negotiation rounds for the EPAs",0
"1970","2007-10-04",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Embakasi East","Embakasi","Embakasi",-1.332887,36.900453,"BBC Monitoring Africa (BBCAP) 04/10/2007","Political aspirant, Inviolata Mbwavi was attacked by unidentified youths as she launched her campaign for parliament (she is the first self-declared HIV positive politician and actively campaigns for the issue)",0
"1971","2007-10-08",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Tharaka-Nithi","Chuka/IgambangOmbe","Karingani","Chuka",-0.3333,37.65,"BBC Monitoring Africa (BBCAP) 15/10/2007","Political aspirant, Aileen Kaari Nyaga was attacked at her property, the attackers demanded that she quit her campaign",0
"1972","2007-10-08",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Embakasi North","Dandora Area Ii","Dandora",-1.250046,36.900102,"BBC Monitoring Africa (BBCAP) 08/10/2007","Political aspirant, Asha Ali was attacked by armed men (suspected rivals) after receiving threats on her phone. During the incident she was ordered to end her campaign",0
"1973","2007-10-17",2007,"Battle-No change of territory","SLDF: Sabaot Land Defence Force","Police Forces of Kenya (2002-2013)","Kenya","Baringo","Baringo North","Kabartonjo","Kaimugul",0.66667,35.78333,"BBC Monitoring Africa (BBCAP) 20/10/2007","2 police killed in shootout with SLDF. Linked with Soi/Ndorobo Chebyuk land dispute",2
"1974","2007-10-24",2007,"Violence against civilians","Sabeny Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Trans Nzoia","Endebess","Chepchoina","Chepchoina",1.1833,34.8,"The Nation, Kenya (MEWNAT) 25/10/2007","1 man was shot dead by unidentified cattle rustlers. 120 cattle were stolen . Rustlers are believed to have crossed the Ugandan border",1
"1975","2007-11-03",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Wajir","Wajir East","Township","Wajir",1.75,40.06,"Peace Net Keyna, Election Watch, Issue 4 -December 2007","1 person was attacked and injured by a rival group for supporting rival parliamentary candidate of Mr. Mohammed Abdi - electoral violence",0
"1976","2007-11-05",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.789134,"Peace Net Keyna, Election Watch, Issue 4 -December 2007","2 injured during PNU meeting - electoral violence",0
"1977","2007-11-07",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"BBC Monitoring Africa (BBCAP) 08/11/2007","ODM candidates were attcked during campaigns. Clash between hired men and ODM supporters",0
"1978","2007-11-12",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Bungoma","Mt. Elgon","Cheptais","Cheptais",0.809898,34.456429,"The Nation (MEWNAT) 14/11/09","1 relation of former Mt Elgon MP John Serut was killed (unidentifed assailant)",1
